waktu,tweet,sentiment
2021-08-16 06:57:43,"['menteri', 'sehat', 'vaksinasi', 'hamil', 'jenis', 'vaksin', 'covid', 'platform', 'mrna', 'pfizer', 'moderna', 'vaksin', 'platform', 'inactivated', 'sinovac', 'sesuai', 'jenis', 'vaksin', 'sedia', 'indonesia']",neutral
2021-08-16 06:54:29,"['ketua', 'pung', 'indonesia', 'vaksin']",neutral
2021-08-16 06:43:08,"['vaksin', 'kenyal', 'gurih', 'bumbu', 'dapur', 'overall', 'cocok', 'orang', 'indonesia']",neutral
2021-08-16 06:41:46,"['diskriminasi', 'atur', 'sertifikasi', 'vaksin', 'wni', 'vaksin', 'negeri', 'masuk', 'mall', 'wna', 'tkw', 'vaksin', 'negeri', 'masuk', 'indonesia', 'lewat', 'checkpoint', 'bandara']",negative
2021-08-16 06:41:18,"['vaksinasi', 'merdeka', 'covid', 'polsek', 'kedondong', 'polres', 'sawar', 'ayo', 'vaksin']",positive
2021-08-16 06:40:28,"['vaksinasi', 'merdeka', 'covid', 'polsek', 'tegineneng', 'polres', 'sawar', 'gerai', 'vaksin', 'presisi', 'bakti', 'bhayangkara', 'negeri', 'indonesia', 'tangguh']",positive
2021-08-16 06:40:15,"['juta', 'dosis', 'vaksin', 'sinovac', 'indonesia', 'siang']",neutral
2021-08-16 06:35:44,"['indonesia', 'terima', 'juta', 'dosis', 'vaksin', 'covid', 'senin', 'total', 'vaksin', 'terima', 'perintah']",neutral
2021-08-16 06:34:10,"['indonesia', 'data', 'detail', 'kait', 'kipi', 'mati', 'akibat', 'vaksin', 'covid', 'kampanye']",negative
2021-08-16 06:34:04,"['terima', 'juta', 'dosis', 'vaksin', 'sinovac', 'bentuk', 'total', 'vaksin', 'covid', 'indonesia', 'dosis', 'rinciannya', 'dosis', 'vaksin', 'covid', 'bentuk', 'bahan', 'baku', 'bulk']",neutral
2021-08-16 06:31:04,"['vaksin', 'kejar', 'target', 'juta', 'vaksinasi']",neutral
2021-08-16 06:30:49,"['alas', 'menang', 'alas', 'keluh', 'bangkit', 'lawan', 'covid', 'ayo', 'dukung', 'vaksinasi', 'vaksin', 'kuat', 'indonesia', 'menang']",positive
2021-08-16 06:30:02,"['indonesia', 'terima', 'juta', 'dosis', 'vaksin', 'covid', 'senin', 'total', 'vaksin', 'terima', 'perintah', 'juta', 'dosis']",neutral
2021-08-16 06:26:30,"['vaksinasi', 'merdeka', 'covid', 'polsek', 'kedondong', 'polres', 'sawar', 'ayoo', 'vaksin', 'indonesia', 'tangguh', 'indonesia', 'tumbuh']",positive
2021-08-16 06:26:14,"['pandemi', 'cepat', 'kembang', 'industri', 'farmasi', 'negeri', 'kembang', 'vaksin']",positive
2021-08-16 06:20:51,"['indonesia', 'perang', 'covid', 'menang', 'lawan', 'adil']",positive
2021-08-16 06:19:56,"['lupa', 'vaksin', 'vaksin', 'bantu', 'juang', 'nakes', 'kuat', 'indonesia']",positive
2021-08-16 06:19:49,"['mari', 'wujud', 'indonesia', 'bangkit', 'pandemi', 'ikut', 'vaksin', 'kuat', 'indonesia']",positive
2021-08-16 06:18:51,"['vaksin', 'wajib', 'loh', 'hukum', 'vaksin', 'bantu', 'ringan', 'beban', 'nakes', 'kuat', 'indonesia']",positive
2021-08-16 06:18:28,"['ayo', 'guys', 'vaksin', 'gotong', 'royong', 'nakes', 'kurang', 'beban', 'kuat', 'indonesia']",positive
2021-08-16 06:17:42,"['ayo', 'mari', 'peduli', 'sehat', 'warga', 'indonesia', 'ikut', 'vaksin', 'kuat', 'indonesia']",positive
2021-08-16 06:10:48,"['presiden', 'joko', 'widodo', 'pidato', 'jelang', 'merdeka', 'indonesia', 'sidang', 'tahun']",neutral
2021-08-16 06:09:26,"['vaksin', 'sinopharm', 'program', 'gotong', 'royong', 'usaha', 'moga', 'indonesia', 'cepat', 'bebas', 'covid']",positive
2021-08-16 06:08:42,"['yuk', 'juang', 'vaksin', 'kali', 'satu', 'kuat', 'indonesia']",positive
2021-08-16 06:08:31,"['mudah', 'banget', 'loh', 'juang', 'pandemi', 'ikut', 'vaksin', 'satu', 'kuat', 'indonesia']",positive
2021-08-16 06:08:08,"['anak', 'muda', 'vaksin', 'lindung', 'warga', 'indonesia', 'satu', 'kuat', 'indonesia']",positive
2021-08-16 06:04:48,"['dki', 'assalamualaikum', 'bank', 'dki', 'unit', 'usaha', 'syariah', 'uus', 'kolaborasi', 'pemprov', 'dki', 'jakarta', 'dewan', 'masjid', 'indonesia']",neutral
2021-08-16 06:04:26,"['dki', 'bank', 'dki', 'unit', 'usaha', 'syariah', 'uus', 'kolaborasi', 'pemprov', 'dki', 'jakarta', 'dewan', 'masjid', 'indonesia', 'dki', 'jakarta']",neutral
2021-08-16 05:53:56,"['perintah', 'menteri', 'dagang', 'asosiasi', 'ecommerce', 'indonesia', 'idea', 'blokir', 'produk', 'jasa', 'cetak']",neutral
2021-08-16 05:52:56,"['perintah', 'menteri', 'dagang', 'asosiasi', 'ecommerce', 'indonesia', 'idea', 'blokir', 'produk', 'jasa']",neutral
2021-08-16 05:52:37,"['follow', 'ig', 'infovaksincovid', 'deh', 'situ', 'share', 'lokasi', 'vaksin', 'indonesia']",neutral
2021-08-16 05:51:39,"['realitas', 'alternatif', 'sunti', 'vaksin', 'jrx', 'ubah', 'super', 'soldier', 'nama', 'captain', 'indonesia', 'vaksin', 'suntik', 'serum', 'buat', 'ernskin', 'howard', 'stark']",neutral
2021-08-16 05:45:34,"['vaksin', 'astrazeneca', 'salah', 'vaksin', 'indonesia', 'cepat', 'pandemi', 'covid', 'balik', 'sukses', 'vaksin', 'astrazeneca', 'ilmuwan', 'indonesia', 'carina', 'citra', 'dewi', 'joe', 'indra', 'rudiansyah']",positive
2021-08-16 05:44:19,"['alhamdulillah', 'vaksin', 'astrazeneca', 'sehat', 'indonesia', 'takut', 'vaksin', 'sehat']",positive
2021-08-16 05:41:13,"['alhamdulillah', 'vaksin', 'astrazeneca', 'sehat', 'indonesia', 'takut', 'vaksin', 'sehat', 'keluarga', 'masyarakat', 'indonesia', 'dunia', 'bebas', 'covid']",positive
2021-08-16 05:35:47,"['vaksinasi', 'merdeka', 'covid', 'polsek', 'tegineneng', 'polres', 'sawar', 'gerai', 'vaksin', 'presisi', 'bakti', 'bhayangkara', 'negeri', 'indonesia', 'tangguh', 'indonesia', 'tumbuh']",positive
2021-08-16 05:26:09,"['manfaat', 'pandemi', 'momentum', 'baik', 'reformasi', 'sistem', 'sehat', 'indonesia', 'bangun', 'produksi', 'vaksin', 'dorong', 'kembang', 'industri', 'farmasi', 'kuat', 'kompetitif', 'indonesia', 'tangguh', 'indonesia', 'tumbuh']",positive
2021-08-16 05:22:49,"['vaksin', 'slank', 'indonesia', 'sandiaga', 'uno', 'pemuda', 'generasi', 'rebah', 'agen', 'ubah', 'tonton', 'jumat', 'wib', 'tv']",neutral
2021-08-16 05:18:16,"['alam', 'vaksin', 'seru', 'layan', 'bagus', 'ketemu', 'teman', 'bendera', 'penting', 'indonesia', 'bangkit', 'indonesia', 'sehat']",positive
2021-08-16 05:17:01,"['alhamdulillah', 'warga', 'sadar', 'vaksin', 'sembuh', 'indonesia', 'indonesia', 'laksana', 'vaksin', 'stadion', 'wibawa', 'mukti', 'cikarang', 'bekas']",positive
2021-08-16 05:15:27,"['percaya', 'covid', 'anti', 'vaksin', 'satu', 'sadar']",negative
2021-08-16 05:10:23,"['ayo', 'vaksin', 'nakes', 'mudah', 'tangan', 'pandemi', 'kuat', 'indonesia']",positive
2021-08-16 05:08:38,"['vaksin', 'slank', 'indonesia', 'curhatan', 'kerja', 'pariwisata', 'menteri', 'sandiaga', 'tonton', 'jumat', 'wib', 'tv']",neutral
2021-08-16 05:08:36,"['indonesia', 'datang', 'vaksin', 'covid', 'tahap', 'senin', 'siang', 'bandara', 'soekarno', 'hatta', 'kali', 'vaksin', 'juta', 'dosis', 'vaksin', 'covid', 'sinovac']",neutral
2021-08-16 05:07:40,"['hidup', 'indonesia', 'mari', 'mandiri', 'vaksin', 'tolak', 'vaksin', 'global', 'kandung', 'graphene', 'oxyde']",negative
2021-08-16 05:03:02,"['kurang', 'beban', 'nakes', 'mari', 'vaksin', 'gotong', 'royong', 'satu', 'kuat', 'indonesia']",positive
2021-08-16 05:01:51,"['semangat', 'yuk', 'gotong', 'royong', 'lawan', 'pandemi', 'prokes', 'dijalanin', 'vaksin', 'masyarakat', 'insyaallah', 'indonesia', 'bebas', 'pandemi']",positive
2021-08-16 04:59:02,"['indonesia', 'suara', 'china', 'detik', 'china', 'selidik', 'indonesia', 'gila', 'gila', 'impor', 'vaksin']",negative
2021-08-16 04:58:01,"['vaksin', 'slank', 'indonesia', 'kembang', 'destinasi', 'wisata', 'prioritas', 'super', 'prioritas', 'tonton', 'jumat', 'wib', 'tv']",neutral
2021-08-16 04:57:29,"['daftar', 'vaksin', 'ayo', 'lupa', 'warga', 'tulungagung', 'ikut', 'vaksin', 'indonesia', 'bangkit', 'syarat', 'lampir', 'rabu', 'agustus', 'klik', 'twibbon', 'foto', 'vaksin', 'indonesia', 'bangkit', 'tulungagung']",positive
2021-08-16 04:56:50,"['bang', 'impor', 'juta', 'vaksin', 'kaya', 'kuota', 'khusus', 'sinovac', 'kaya', 'impor', 'selubung', 'gitu', 'samar', 'rapi', 'kerja', 'sih']",negative
2021-08-16 04:53:58,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional']",positive
2021-08-16 04:52:25,"['vaksin', 'slank', 'indonesia', 'korelasi', 'maju', 'didik', 'daerah', 'pariwisata', 'tonton', 'jumat', 'wib', 'tv']",neutral
2021-08-16 04:51:13,"['moga', 'usaha', 'paman', 'aha', 'jadi', 'indonesia', 'sehat', 'kuat', 'dukung']",positive
2021-08-16 04:48:20,"['vaksin', 'merah', 'putih', 'vaksin', 'covid', 'kembang', 'negeri', 'harap', 'tengah', 'penuh', 'butuh', 'vaksin', 'indonesia']",neutral
2021-08-16 04:47:55,"['vaksin', 'slank', 'indonesia', 'vui', 'lovers', 'motivasi', 'anak', 'anak', 'lepas', 'trauma', 'bencana', 'aceh', 'tonton', 'jumat', 'wib', 'tv']",neutral
2021-08-16 04:42:33,"['jokowi', 'jamin', 'pasok', 'vaksin', 'nasional', 'sedia', 'obat', 'sedia', 'rakyat', 'indonesia']",neutral
2021-08-16 04:41:49,"['vaksin', 'slank', 'indonesia', 'arti', 'merdeka', 'slank', 'tonton', 'jumat', 'wib', 'tv']",neutral
2021-08-16 04:41:35,"['bantu', 'perintah', 'kembang', 'gedung', 'tinggi', 'indonesia', 'gelar', 'vaksinasi', 'massal', 'jenis', 'vaksin', 'sinovac', 'astrazeneca']",neutral
2021-08-16 04:40:56,"['haru', 'liat', 'jrx', 'vaksin']",neutral
2021-08-16 04:35:40,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional', 'indonesia', 'juang', 'tara', 'akses', 'vaksin', 'bangsa']",positive
2021-08-16 04:34:52,"['negara', 'kaya', 'booster', 'vaksin', 'tiga', 'indonesia', 'booster', 'vaksin', 'moderna', 'nakes', 'seleweng', 'jabat']",negative
2021-08-16 04:33:06,"['pidato', 'jokowi', 'gembira', 'dorong', 'produksi', 'vaksin', 'moga', 'laksana', 'hasil', 'teliti', 'ahli', 'virus', 'bangsa', 'indonesia', 'pribumi', 'hasil', 'teliti', 'bangsa', 'nama', 'khas', 'indonesia']",positive
2021-08-16 04:30:57,"['ketua', 'dpr', 'ri', 'mulia', 'mohon', 'henti', 'vaksinasi', 'vaksin', 'kandung', 'graphene', 'oxide', 'racun', 'darah', 'terima', 'dorong', 'perintah', 'vaksin', 'masyarakat', 'indonesia', 'biar', 'masyarakat', 'pilih', 'mandat']",negative
2021-08-16 04:30:45,"['vaksin', 'moderna', 'indonesia', 'suntik', 'masyarakat', 'nonnakes', 'vaksin', 'dosis', 'booster', 'vaksin', 'dosis', 'tiga']",neutral
2021-08-16 04:28:58,"['jerman', 'suntik', 'juta', 'dosis', 'vaksin', 'covid', 'inggris', 'juta', 'dosis', 'vaksin', 'covid', 'agustus']",neutral
2021-08-16 04:28:58,"['brasil', 'suntik', 'juta', 'dosis', 'vaksin', 'covid', 'jepang', 'vaksin', 'juta', 'dosis']",neutral
2021-08-16 04:25:51,"['ngobrol', 'lomba', 'tahan', 'hidup', 'merdeka', 'tayang', 'besok', 'agustus', 'jam', 'sore']",neutral
2021-08-16 04:25:43,"['alhamdulillah', 'vaksin', 'coronavac', 'dosis', 'luncur', 'tubuh', 'moga', 'sehat', 'si', 'covid', 'minggat', 'negeri', 'amin', 'yuk', 'vaksin', 'sehat', 'pulih', 'ekonomi', 'bangkit', 'dirgahayu', 'indonesia']",positive
2021-08-16 04:24:50,"['triliun', 'mana', 'kerja', 'bikin', 'dinasti', 'anak', 'menantu', 'kepala', 'daerah', 'gitu', 'kasih', 'percaya', 'amanah']",negative
2021-08-16 04:22:14,"['izin', 'presiden', 'solusi', 'kerja', 'migrasi', 'indonesia', 'vaksin', 'kerja', 'masuk', 'negara']",neutral
2021-08-16 04:20:08,"['peringkat', 'dasar', 'total', 'dosis', 'vaksin', 'covid', 'sunti', 'duduk', 'unggah', 'our', 'world', 'in', 'data']",neutral
2021-08-16 04:20:07,"['indonesia', 'tempat', 'peringkat', 'negara', 'suntik', 'vaksin', 'covid', 'agustus']",neutral
2021-08-16 04:17:12,"['daerah', 'pencil', 'indonesia', 'butuh', 'vaksin', 'teman', 'kemaren', 'telepon', 'stok', 'vaksin', 'daerah', 'habis', 'tolong', 'pimpin', 'negara', 'timbun', 'vaksin']",negative
2021-08-16 04:14:41,"['vaksin', 'covid', 'sedia', 'indonesia', 'program', 'vaksinasi', 'jalan', 'perintah', 'salah', 'upaya']",positive
2021-08-16 04:12:18,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional', 'indonesia', 'juang', 'tara', 'akses', 'vaksin']",positive
2021-08-16 04:09:16,"['perang', 'lawan', 'covid', 'hasil', 'tidak', 'adil', 'akses', 'vaksin', 'diplomasi', 'vaksin', 'indonesia', 'peran', 'aktif', 'laksana', 'tertib', 'dunia', 'dasar', 'merdeka', 'damai', 'abadi', 'adil', 'sosial']",positive
2021-08-16 04:09:16,"['hadir', 'acara', 'indonesia', 'bersholawat', 'diam', 'habib', 'syech', 'bin', 'abdul', 'qodir', 'assegaf', 'menteri', 'ekonomi']",neutral
2021-08-16 04:07:56,"['hakekatnya', 'suntik', 'vaksin', 'ktp', 'warga', 'indonesia']",neutral
2021-08-16 04:06:42,"['yup', 'indonesia', 'hasil', 'vaksin']",neutral
2021-08-16 04:05:41,"['indonesia', 'kaya', 'gin', 'vaksin', 'ayo', 'vaksin', 'biar', 'cepat', 'aktivitas']",positive
2021-08-16 04:05:27,"['presiden', 'jokowi', 'muka', 'betapa', 'berat', 'juang', 'rebut', 'vaksin', 'bantu', 'lawan', 'hoax', 'fitnah', 'vaksin', 'vaksin', 'juang', 'selamat', 'rakyat', 'indonesia', 'pandemi']",positive
2021-08-16 04:05:25,"['gera', 'vaksinasi', 'cepat', 'bentuk', 'imunitas', 'tubuh', 'masyarakat', 'indonesia', 'perintah', 'upaya', 'perata', 'vaksin', 'daerah']",positive
2021-08-16 04:04:21,"['oh', 'iya', 'vaksin', 'perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional', 'indonesia', 'juang', 'tara', 'akses', 'vaksin', 'bangsa']",positive
2021-08-16 04:03:07,"['brazil', 'suntik', 'juta', 'dosis', 'vaksin', 'covid', 'jepang', 'vaksin', 'juta', 'dosis', 'jerman', 'suntik', 'juta', 'dosis', 'vaksin', 'covid']",neutral
2021-08-16 04:03:05,"['indonesia', 'suntik', 'juta', 'dosis', 'vaksin', 'covid', 'dasar', 'data', 'grafik', 'kutip', 'our', 'world', 'in', 'data', 'dasar', 'grafik']",neutral
2021-08-16 04:03:04,"['indonesia', 'tempat', 'peringkat', 'negara', 'suntik', 'vaksin', 'covid', 'agustus', 'peringkat', 'dasar', 'total', 'dosis', 'vaksin', 'covid']",neutral
2021-08-16 04:02:47,"['jenis', 'vaksin', 'tahu', 'masyarakat', 'indonesia']",neutral
2021-08-16 04:01:00,"['pandemi', 'perintah', 'usaha', 'keras', 'sedia', 'vaksin', 'aman', 'rakyat', 'indonesia', 'mudah', 'akses', 'vaksin', 'rakyat', 'indonesia']",positive
2021-08-16 03:52:27,"['presiden', 'joko', 'widodo', 'jokowi', 'pandemi', 'covid', 'api', 'bakar']",neutral
2021-08-16 03:51:34,"['suruh', 'orang', 'tua', 'vaksin', 'susah', 'pengaruh', 'berita', 'hoax', 'grup', 'wa', 'keluarga', 'bilang', 'microchip', 'bilang', 'indonesia', 'secaggih', 'boro', 'microchip', 'sinyal', 'suka', 'harga', 'kuota', 'mahal']",negative
2021-08-16 03:47:48,"['sumpah', 'birokrasi', 'indonesia', 'banget', 'baik', 'kemarin', 'urus', 'dokumen', 'vaksin', 'web', 'tulis', 'butuh', 'fotocopy', 'ktp', 'banner', 'lokasi', 'vaksin', 'tulis', 'butuh', 'eh', 'butuh', 'lanjur', 'panik', 'tau', 'zaman', 'canggih', 'ngapain', 'sih', 'ngeribetin', 'fotocopy', 'print']",negative
2021-08-16 03:41:57,"['indonesia', 'sebenernya', 'bikin', 'vaksin', 'politik', 'wujud']",negative
2021-08-16 03:41:53,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional', 'indonesia', 'juang', 'tara', 'akses', 'vaksin', 'bangsa']",positive
2021-08-16 03:40:50,"['carina', 'joe', 'teliti', 'bioteknologi', 'diaspora', 'indonesia', 'salah', 'milik', 'hak', 'paten', 'vaksin', 'covid']",neutral
2021-08-16 03:40:40,"['target', 'tambah', 'bijak', 'paksa', 'wajib', 'sertifikat', 'vaksin', 'sisa', 'gimana', 'anggap', 'wni']",negative
2021-08-16 03:40:07,"['syukur', 'tinggal', 'indonesia', 'mana', 'perintah', 'upaya', 'bantu', 'masyarakat', 'bansos', 'tunai', 'paket', 'kuota', 'ajar', 'guru', 'vaksin', 'gratis', 'biaya', 'pcr', 'kemarin', 'turun', 'sesuai', 'instruksi', 'presiden']",positive
2021-08-16 03:36:30,"['alas', 'pakai', 'baju', 'baduy', 'biar', 'indonesia', 'bebas', 'covid', 'suku', 'baduy', 'kabar', 'bebas', 'covid', 'vaksin']",neutral
2021-08-16 03:36:28,"['moga', 'masyarakat', 'indonesia', 'vaksin', 'biar', 'ibadah', 'tanah', 'suci', 'vaksinasi', 'wujud', 'bela', 'negara']",positive
2021-08-16 03:35:00,"['badan', 'awas', 'obat', 'makan', 'jamin', 'vaksin', 'aman', 'khasiat', 'mutu', 'badan', 'pom', 'uji', 'kaji', 'vaksin', 'masuk', 'indonesia']",positive
2021-08-16 03:34:03,"['indonesia', 'juang', 'tara', 'vaksin', 'bangsa', 'jokowi', 'kapasitas', 'respon', 'hadap', 'tidak', 'pasti', 'bidang', 'sehat', 'bidang', 'kokoh', 'salah', 'satu', 'layan', 'sehat']",positive
2021-08-16 03:31:41,"['pandemi', 'cepat', 'kembang', 'industri', 'farmasi', 'negeri', 'kembang', 'vaksin', 'merahputih', 'oksigen', 'sehat', 'indonesia', 'tangguh', 'indonesia', 'tumbuh']",positive
2021-08-16 03:31:40,"['mandiri', 'industri', 'obat', 'vaksin', 'alat', 'alat', 'sehat', 'lemah', 'serius', 'pecah', 'tangan']",neutral
2021-08-16 03:30:44,"['indonesia', 'juang', 'tidak', 'adil', 'akses', 'vaksin', 'dunia']",positive
2021-08-16 03:30:21,"['langsung', 'meja', 'bareng', 'tugas', 'tugas', 'vaksin', 'tunggu', 'menit', 'selesai', 'langsung', 'terupdate', 'sempet', 'skeptis', 'sih', 'vaksin', 'indonesia', 'langsung', 'optimis']",neutral
2021-08-16 03:29:21,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional']",positive
2021-08-16 03:27:54,"['dian', 'vaksin', 'aman', 'moga', 'rata', 'masyarakat', 'pelosok', 'indonesia', 'tara', 'sehat', 'pandemi', 'rasa', 'lapis', 'masyarakat']",positive
2021-08-16 03:26:59,"['jamaah', 'umrah', 'indonesia', 'kena', 'syarat', 'kait', 'vaksin', 'karantina']",neutral
2021-08-16 03:25:38,"['keseatraan', 'sinovac', 'terima', 'beberapa', 'negara', 'imbas', 'kerja', 'imigran', 'indonesia', 'akibat', 'vaksin']",negative
2021-08-16 03:23:54,"['indonesia', 'dukung', 'adil', 'tara', 'akses', 'vaksin']",positive
2021-08-16 03:22:24,"['banget', 'bijak', 'vaksin', 'beda', 'sulit', 'bijak', 'kaya', 'bikin', 'mati', 'usaha', 'indonesia', 'sektor', 'umkm']",negative
2021-08-16 03:20:17,"['indonesia', 'juang', 'tara', 'akses', 'vaksin', 'dunia']",positive
2021-08-16 03:19:10,"['brazil', 'suntik', 'juta', 'dosis', 'vaksin', 'covid', 'jepang', 'vaksin', 'juta', 'dosis', 'jerman', 'suntik', 'juta', 'dosis', 'vaksin', 'covid']",neutral
2021-08-16 03:19:09,"['indonesia', 'juang', 'tara', 'vaksin']",positive
2021-08-16 03:18:54,"['jokowi', 'pidato', 'covid', 'api', 'terang', 'indonesia', 'patuh', 'sehat', 'sektor', 'pusat', 'vaksin', 'warga', 'indonesia', 'sehat']",positive
2021-08-16 03:18:44,"['perintah', 'aman', 'vaksin', 'nasional', 'tara', 'akses', 'vaksin', 'beri', 'vaksin', 'cepat', 'rata', 'indonesia', 'masyarakat', 'kuat', 'hadap', 'pandemi']",positive
2021-08-16 03:17:27,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional', 'indonesia', 'juang', 'tara', 'akses', 'vaksin', 'bangsa', 'indonesia']",positive
2021-08-16 03:17:09,"['presiden', 'joko', 'widodo', 'indonesia', 'juang', 'tara', 'akses', 'vaksin', 'bangsa']",positive
2021-08-16 03:17:04,"['brazil', 'suntik', 'juta', 'dosis', 'vaksin', 'covid', 'jepang', 'vaksin', 'juta', 'dosis', 'jerman', 'suntik', 'juta', 'dosis', 'vaksin', 'covid', 'inggris', 'juta', 'dosis', 'vaksin', 'covid']",neutral
2021-08-16 03:17:02,"['indonesia', 'suntik', 'juta', 'dosis', 'vaksin', 'covid', 'dasar', 'data', 'grafik', 'kutip', 'our', 'world', 'in', 'data', 'dasar', 'grafik', 'china', 'tempat', 'urut', 'negara', 'suntik', 'tinggi']",neutral
2021-08-16 03:17:01,"['indonesia', 'tempat', 'peringkat', 'negara', 'suntik', 'vaksin', 'covid', 'agustus', 'peringkat', 'dasar', 'total', 'dosis', 'vaksin', 'covid', 'sunti', 'duduk']",neutral
2021-08-16 03:13:09,"['sedia', 'vaksin', 'limpah', 'masyarakat', 'indonesia', 'kerja', 'keras', 'perintah', 'dukung', 'masyarakat', 'vaksin']",positive
2021-08-16 03:13:06,"['ayo', 'vaksin', 'indonesia', 'capai', 'herd', 'immunity', 'vaksinasi', 'wujud', 'bela', 'negara']",positive
2021-08-16 03:11:55,"['indonesia', 'pandemi', 'mana', 'patuh', 'prokes', 'pakai', 'masker', 'guys', 'oh', 'iya', 'lupa', 'vaksin', 'dengar', 'presiden', 'anjur', 'vaksin', 'jaga', 'prokes']",positive
2021-08-16 03:11:43,"['vaksin', 'tinggal', 'indonesia']",neutral
2021-08-16 03:07:01,"['kali', 'bahas', 'putar', 'tangan', 'pandemi', 'covid', 'indonesia', 'presiden', 'bilang', 'salah', 'satu', 'kait', 'mandiri', 'industri', 'obat', 'vaksin', 'alat', 'sehat', 'loh', 'guys', 'presiden', 'peduli', 'sehat', 'gak']",neutral
2021-08-16 03:06:56,"['akademisi', 'cari', 'makan', 'indonesia', 'paham', 'imunitas', 'alamiah', 'hebat', 'ketimbang', 'imun', 'buat', 'vaksin', 'diam', 'takut', 'pecat', 'rektor', 'lacur', 'intelektual', 'kasih', 'makan', 'keluarga', 'hasil', 'lacur', 'kasihan']",negative
2021-08-16 03:06:32,"['indonesia', 'sempat', 'yuk', 'kartu', 'vaksin', 'cetak', 'manipulasi', 'canda', 'kartu']",negative
2021-08-16 03:05:26,"['vaksin', 'aman', 'halal', 'uji', 'ragu', 'jujur', 'bilang', 'kait', 'sakit', 'bawa', 'milik', 'kontraindikasi', 'vaksin']",positive
2021-08-16 03:05:17,"['perintah', 'usaha', 'vaksin', 'herd', 'immunity', 'indonesia', 'capai']",positive
2021-08-16 03:01:47,"['perang', 'lawan', 'covid', 'hasil', 'tidak', 'adil', 'akses', 'vaksin', 'diplomasi', 'vaksin', 'dunia', 'indonesia', 'peran', 'aktif', 'laksana', 'tertib', 'dunia']",positive
2021-08-16 03:00:27,"['jokowi', 'upaya', 'perintah', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional', 'indonesia', 'juang', 'tara', 'akses', 'vaksin', 'bangsa']",positive
2021-08-16 02:59:49,"['ayo', 'ayo', 'jokowi', 'mandiri', 'industri', 'obat', 'vaksin', 'alat', 'sehat', 'lemah', 'indonesia', 'klik', 'baca']",neutral
2021-08-16 02:56:46,"['who', 'rekomendasi', 'kait', 'kombinasi', 'vaksin', 'covid', 'merek', 'beda', 'vaksinasi', 'covid', 'hamil', 'indonesia', 'trimester', 'komunikasi', 'dokter', 'bidan', 'rawat', 'indonesia', 'astrazeneca', 'rekomendasi', 'hamil']",neutral
2021-08-16 02:55:43,"['moga', 'jrx', 'booster', 'warga', 'vaksin', 'mantap', 'blih', 'lupa', 'indonesia', 'maju', 'indonesia', 'hebat']",positive
2021-08-16 02:55:39,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional', 'indonesia', 'juang', 'tara', 'akses', 'vaksin', 'bangsa', 'indonesia', 'tangguh', 'indonesia', 'tumbuh']",positive
2021-08-16 02:55:21,"['vaksin', 'indonesia', 'bangkit']",positive
2021-08-16 02:50:03,"['perintah', 'bekerjasama', 'aman', 'vaksin', 'nasional', 'tara', 'aksen', 'vaksin', 'rata', 'indonesia', 'kuat']",positive
2021-08-16 02:47:55,"['indonesia', 'bantu', 'sedia', 'akses', 'vaksin', 'seluruh', 'negeri', 'bukti', 'indonesia', 'peran', 'aktif']",positive
2021-08-16 02:47:20,"['ayo', 'vaksin', 'syarat', 'laksana', 'ibadah', 'haji', 'vaksin']",positive
2021-08-16 02:45:31,"['barusan', 'anter', 'vaksin', 'anak', 'kantor', 'rw', 'pakai', 'domisili', 'domisila', 'allah', 'sehat', 'selamat', 'virus', 'repot', 'tau', 'bikin', 'domisili', 'pakai', 'duit', 'mohon', 'maaf', 'nih', 'realitanya', 'surat', 'indonesia', 'pakai', 'salam', 'tempel']",negative
2021-08-16 02:44:01,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional', 'indonesia', 'juang', 'tara', 'akses', 'vaksin']",positive
2021-08-16 02:43:53,"['sektor', 'ekonomi', 'sektor', 'alami', 'maju', 'transportasi', 'konektivitas', 'distribusi', 'produk', 'apa', 'sehat', 'vaksin', 'rata', 'seluruh', 'indonesia']",positive
2021-08-16 02:40:18,"['perintah', 'keras', 'kerah', 'sumber', 'daya', 'aman', 'pasok', 'butuh', 'vaksin', 'nasional', 'indonesia', 'juang', 'tara', 'akses', 'vaksin', 'bangsa']",positive
